Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,465.18,3,0.0,120.9468
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,36.63,3,0.0,9.8901
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,8.4,5,0.0,4.2
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,36.56,5,0.2,12.796
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,186.144,6,0.2,60.4968
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,353.568,2,0.2,-44.196
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,164.22,3,0.0,50.9082
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Bookcases,362.94,3,0.0,36.294
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Technology,Accessories,59.98,2,0.0,26.3912
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,12.576,4,0.2,4.0872
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Chairs,99.372,2,0.3,-7.098
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Furnishings,33.568,2,0.2,-5.4548
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,45.528,3,0.2,15.9348
Standard Class,Home Office,United States,Yonkers,New York,10701,East,Technology,Machines,52.44,4,0.0,24.1224
Second Class,Consumer,United States,Burlington,Vermont,5408,East,Furniture,Chairs,715.2,3,0.0,178.8
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Furniture,Tables,51.588,1,0.4,-15.4764
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,Furnishings,14.89,1,0.0,4.0203
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Phones,543.92,8,0.0,135.98
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,68.95,5,0.0,28.959
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Office Supplies,Storage,296.37,3,0.0,80.0199
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Technology,Phones,39.98,2,0.0,1.999
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,6.68,2,0.0,2.004
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,33.568,2,0.2,11.7488
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,63.94,1,0.0,24.9366
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,60.6,5,0.2,20.4525
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,22.72,4,0.0,6.5888
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,10.68,4,0.0,4.0584
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,17.34,3,0.0,8.4966
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,3.38,1,0.0,1.5548
Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,244.55,5,0.0,4.891
Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Envelopes,12.24,6,0.0,5.7528
Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,13.98,2,0.0,6.0114
Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,899.95,5,0.0,53.997
Second Class,Consumer,United States,Rochester,New York,14609,East,Technology,Accessories,31.95,1,0.0,2.2365
First Class,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Paper,85.056,3,0.2,28.7064
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,348.488,7,0.2,117.6147
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,172.736,4,0.2,-30.2288
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,358.2,3,0.4,41.79
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,545.916,14,0.4,72.7888
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,22.5,6,0.0,10.8
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,9.96,2,0.0,4.5816
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,213.08,7,0.0,102.2784
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,1025.88,6,0.0,235.9524
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,2.907,3,0.7,-2.0349
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,24.672,4,0.2,7.71
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,3.744,1,0.2,1.3104
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,280.782,3,0.4,-60.8361
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,31.984,2,0.2,1.1994
Standard Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,3.52,2,0.0,1.0208
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Appliances,161.568,2,0.2,16.1568
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,4.064,1,0.2,1.3716
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,6.216,4,0.7,-4.9728
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,588.784,2,0.2,183.995
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,99.6,1,0.0,36.852
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,62.296,13,0.2,21.0249
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,10.71,3,0.0,2.7846
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,33.0,6,0.0,8.25
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,249.95,5,0.0,87.4825
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,8.384,1,0.2,0.7336
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,6.848,2,0.2,0.7704
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Appliances,123.92,5,0.2,9.294
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,128.4,3,0.0,62.916
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,7.656,4,0.7,-6.1248
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,63.92,2,0.2,19.176
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,6.56,2,0.0,1.9024
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,7.83,3,0.0,3.6018
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,41.9,2,0.0,8.799
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,664.146,6,0.1,88.5528
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,8.96,2,0.0,4.3904
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,3.312,1,0.2,0.6624
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,20.136,3,0.2,1.2585
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,859.2,4,0.4,-186.16
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,239.97,3,0.0,2.3997
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,160.32,2,0.0,44.8896
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,128.85,3,0.0,3.8655
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,239.96,10,0.3,-10.284
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,54.768,2,0.2,6.846
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,13.392,3,0.2,3.1806
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,23.92,5,0.2,8.671
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,255.968,4,0.2,-28.7964
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,37.94,2,0.0,18.2112
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,67.4,5,0.0,17.524
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,98.376,3,0.2,35.6613
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,29.94,4,0.7,-23.952
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,17.472,3,0.2,5.6784
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,36.738,1,0.4,-9.1845
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,179.94,2,0.4,-44.985
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,19.98,1,0.0,8.5914
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Art,8.0,5,0.0,3.44
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,83.56,4,0.0,1.6712
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,546.06,3,0.0,163.818
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,269.49,3,0.0,5.3898
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Chairs,245.98,2,0.0,27.0578
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,18.94,1,0.0,9.47
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,59.913,7,0.7,-45.9333
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,391.98,2,0.0,109.7544
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,437.85,3,0.0,131.355
Standard Class,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,68.62,2,0.0,32.2514
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Supplies,25.02,3,0.0,6.5052
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,10.71,3,0.0,2.7846
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,55.984,2,0.2,4.1988
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,14.48,5,0.2,4.887
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,142.488,3,0.2,-3.5622
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,590.352,6,0.2,206.6232
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,11.05,5,0.0,2.9835
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,53.04,3,0.2,-4.641
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,117.96,2,0.0,5.898
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,21.3,5,0.0,8.733
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,1040.8,5,0.0,281.016
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,29.34,6,0.0,7.9218
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,815.292,9,0.4,-339.705
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,10.528,7,0.2,3.6848
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,28.8,9,0.2,10.08
First Class,Home Office,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,11.12,4,0.0,2.8912
Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Furniture,Furnishings,74.45,5,0.0,20.1015
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,40.99,1,0.0,20.0851
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,18.656,2,0.2,1.3992
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Binders,11.088,7,0.7,-8.1312
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,66.688,1,0.2,4.168
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,99.488,2,0.2,8.7052
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,27.36,9,0.0,9.3024
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,44.75,5,0.0,20.585
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Phones,134.99,1,0.0,36.4473
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,26.4,5,0.0,12.672
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,542.94,3,0.0,141.1644
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Envelopes,40.752,3,0.2,15.282
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Accessories,139.96,5,0.2,-22.7435
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Art,2.624,1,0.2,0.2952
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,Tables,136.53,1,0.4,-52.3365
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,263.96,1,0.2,42.8935
Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Supplies,11.64,3,0.0,3.3756
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,40.176,3,0.2,14.5638
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,79.44,3,0.0,30.1872
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,357.93,3,0.0,7.1586
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,127.764,2,0.1,21.294
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Copiers,2799.944,7,0.2,1014.9797
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,5.94,3,0.0,1.6038
First Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,899.91,9,0.0,395.9604
First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Bookcases,638.82,9,0.0,185.2578
First Class,Corporate,United States,Milford,Connecticut,6460,East,Office Supplies,Supplies,30.69,3,0.0,7.9794
First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Furnishings,25.16,2,0.0,8.5544
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,13.92,3,0.2,4.872
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,74.95,5,0.0,36.7255
First Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Chairs,1448.82,10,0.1,209.274
Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Labels,3.15,1,0.0,1.512
Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,22.72,4,0.0,10.224
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Binders,15.528,3,0.2,5.823
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,1395.54,9,0.0,362.8404
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,117.36,4,0.0,36.3816
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,18.9,3,0.0,8.694
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,77.52,2,0.0,37.9848
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,10.272,3,0.2,1.1556
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,279.96,4,0.0,78.3888
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,12.912,3,0.2,4.6806
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,17.088,4,0.2,5.7672
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,93.15,9,0.0,44.712
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,11.52,4,0.0,5.6448
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,26.136,3,0.2,1.9602
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,419.4,4,0.0,201.312
Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,90.801,1,0.1,14.1246
Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,181.764,2,0.1,-8.0784
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,5.56,2,0.0,2.224
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,7.968,2,0.2,2.8884
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Appliances,79.47,3,0.0,22.2516
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,4.56,2,0.0,2.0064
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Furniture,Chairs,1133.35,5,0.0,294.671
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,4.672,1,0.2,0.584
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,104.58,6,0.7,-80.178
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.736,3,0.2,1.0269
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,447.86,7,0.0,219.4514
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,17.94,3,0.0,8.7906
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Appliances,245.88,6,0.0,68.8464
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,192.16,4,0.0,92.2368
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,42.76,1,0.0,11.1176
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,25.06,2,0.0,11.7782
Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,31.56,3,0.0,10.4148
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,14.9,5,0.0,1.043
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,87.71,7,0.0,41.2237
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,199.764,2,0.1,8.8784
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,94.6,4,0.0,27.434
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,4228.704,6,0.2,158.5764
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,2003.92,5,0.2,-25.049
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,209.97,3,0.0,58.7916
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,659.9,2,0.0,217.767
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,110.96,2,0.0,53.2608
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,67.8,4,0.0,1.356
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,313.176,2,0.4,-120.0508
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,87.21,3,0.5,-45.3492
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,15.552,3,0.2,5.4432
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,683.988,2,0.4,-113.998
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,13.392,3,0.2,1.0044
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,16.776,3,0.2,4.8231
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,527.92,2,0.2,85.787
First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,10.5,5,0.0,2.94
Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,23.968,2,0.2,7.7896
Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Bookcases,521.96,4,0.5,-250.5408
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,81.98,2,0.0,40.1702
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,240.784,1,0.2,30.098
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,414.96,2,0.0,124.488
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,12.96,2,0.0,6.3504
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,20.544,6,0.2,6.42
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,64.96,5,0.2,-4.06
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,13.52,2,0.2,1.69
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,458.43,5,0.3,-137.529
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,387.136,4,0.2,24.196
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Tables,328.59,3,0.4,-147.8655
Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Chairs,109.764,2,0.1,8.5372
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Technology,Phones,128.85,3,0.0,3.8655
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,91.92,5,0.2,11.49
First Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Accessories,69.98,2,0.0,4.8986
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,646.272,8,0.2,64.6272
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,10.368,2,0.2,3.7584
Standard Class,Corporate,United States,Nashua,New Hampshire,3060,East,Furniture,Furnishings,21.12,4,0.0,6.5472
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,54.9,5,0.0,15.372
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,11.952,3,0.2,4.0338
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Furnishings,28.0,4,0.2,7.7
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,12.201,7,0.7,-9.7608
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Envelopes,11.36,2,0.0,5.3392
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,36.4,5,0.0,17.472
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,27.968,2,0.2,6.992
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Storage,142.04,4,0.0,38.3508
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Art,14.67,3,0.0,6.0147
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,23.904,6,0.2,7.7688
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,17.544,3,0.2,5.9211
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,468.9,6,0.0,206.316
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,72.48,2,0.0,30.4416
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,10.95,3,0.0,3.285
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,191.82,3,0.0,61.3824
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,272.646,3,0.1,18.1764
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,212.8,2,0.0,95.76
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,38.52,9,0.0,18.1044
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,72.64,2,0.0,21.792
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,45.4,4,0.0,12.712
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,13.76,2,0.0,6.3296
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,80.991,1,0.1,8.0991
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,11.784,3,0.2,3.9771
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,4.36,2,0.0,1.7876
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2888.127,11,0.1,609.7157
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1299.66,2,0.0,350.9082
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2254.41,5,0.1,375.735
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,104.85,3,0.0,28.3095
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,59.97,3,0.0,20.3898
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,314.532,2,0.4,-83.8752
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,1474.802,7,0.3,-21.0686
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Appliances,110.096,2,0.2,33.0288
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Fasteners,16.752,6,0.2,5.4444
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,1537.074,9,0.3,0.0
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,449.372,2,0.3,-12.8392
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,2279.96,4,0.0,592.7896
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,14.94,3,0.0,6.8724
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,327.996,6,0.1,54.666
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,767.214,14,0.1,161.9674
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Paper,274.8,5,0.0,134.652
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,195.64,4,0.0,3.9128
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Technology,Phones,257.98,2,0.0,74.8142
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Art,119.04,6,0.0,48.8064
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,51.968,2,0.2,10.3936
